"","ba�os","m2","jardin","ascensor","parking","piscina","terraza","habitaciones","a_reformar","tipo_vendedor","tipo_inmueble","latitude","longitude","precio","precio_final","distrito","planta","vistas","variacion_precio","dias_venta"
"27202",1,79,NA,1,NA,NA,NA,3,1,2,1,39.4862683,-0.3692138,120000,120000,"rascanya",4,"exterior",0,7
"27205",1,80,NA,0,NA,NA,NA,3,0,2,1,39.4834556,-0.3875365,135000,135000,"campanar",1,"exterior",0,4
"27236",1,109,NA,NA,NA,NA,NA,3,0,2,1,39.4576113,-0.401245,92000,92000,"patraix",5,"exterior",0,20
"27248",2,157,NA,1,NA,NA,1,4,0,2,1,39.462111,-0.3387341,220000,220000,"poblats marítims",6,"exterior",0,40
"27249",1,75,NA,NA,NA,NA,NA,4,0,2,1,39.4933698,-0.3739868,75000,75000,"rascanya",3,"exterior",0,28
"27279",2,100,NA,1,NA,NA,NA,3,0,2,1,39.4665771,-0.3673665,365000,365000,"l'eixample",7,"exterior",0,0
"27289",2,105,0,0,NA,0,NA,3,0,2,1,39.4567392,-0.3804476,170000,170000,"jesús",2,"",0,8
"27314",2,102,NA,1,NA,NA,0,3,0,2,1,39.4714879,-0.391259,185000,169900,"extramurs",6,"exterior",-15100,28
"27317",2,200,NA,1,0,NA,NA,5,0,2,1,39.4625336,-0.3360212,229000,229000,"poblats marítims",NA,"",0,63
"27326",1,58,0,1,1,1,0,1,0,2,1,39.44891,-0.3385107,179999,179999,"quatre carreres",2,"exterior",0,40
"27335",2,140,0,1,0,0,1,4,0,1,1,39.4808901,-0.3616272,350000,350000,"el pla del real",1,"exterior",0,12
"27340",1,100,0,0,0,0,0,4,0,2,1,39.4670814,-0.3821298,190000,190000,"extramurs",1,"",0,28
"27341",1,105,0,1,0,0,1,2,0,2,1,39.4783344,-0.3730657,390000,375000,"ciutat vella",5,"exterior",-15000,44
"27351",2,136,1,1,1,NA,NA,4,0,2,1,39.4883676,-0.3984757,288000,288000,"campanar",7,"exterior",0,0
"27356",2,85,NA,1,0,NA,NA,3,0,2,1,39.4569157,-0.372443,134000,134000,"quatre carreres",4,"exterior",0,56
"27363",1,75,0,0,0,0,0,3,0,2,1,39.4963698,-0.3740868,75000,75000,"rascanya",3,"exterior",0,0
"27382",2,111,0,1,0,0,0,4,0,2,1,39.4718591,-0.3779244,290000,290000,"ciutat vella",1,"exterior",0,28
"27401",1,52,NA,1,NA,NA,NA,1,0,2,1,39.4749813,-0.3522208,160000,160000,"algirós",1,"exterior",0,32
"27433",2,111,1,1,0,0,1,5,0,2,1,39.4622041,-0.3359633,238000,238000,"poblats marítims",4,"exterior",0,40
"27436",1,73,NA,1,NA,NA,NA,2,0,2,1,39.4560756,-0.3688024,120000,120000,"quatre carreres",1,"exterior",0,56
"27440",2,160,0,0,0,0,0,3,0,2,1,39.4920381,-0.4005764,423400,423400,"campanar",2,"",0,0
"27443",2,160,1,1,1,1,1,3,0,2,1,39.4891622,-0.4000648,396900,396900,"campanar",5,"exterior",0,0
"27448",1,65,0,1,0,0,0,1,0,2,1,39.472024,-0.3353019,120900,120900,"poblats marítims",NA,"",0,24
"27469",2,100,NA,1,NA,NA,1,3,0,2,1,39.4646639,-0.3804959,200000,200000,"extramurs",1,"exterior",0,3
"27479",2,89,NA,1,NA,NA,NA,3,0,2,1,39.4868871,-0.3757959,138000,138000,"la saïdia",4,"exterior",0,0
"27487",2,90,NA,1,NA,NA,1,3,0,2,1,39.4857017,-0.3747022,137000,137000,"la saïdia",4,"exterior",0,0
"27491",2,116,NA,1,0,NA,NA,3,0,2,1,39.4555857,-0.3795737,180000,180000,"quatre carreres",2,"exterior",0,40
"27501",1,69,0,1,0,0,1,3,0,2,1,39.4950452,-0.3675361,58000,58000,"rascanya",4,"exterior",0,0
"27504",2,105,0,1,0,0,0,4,0,2,1,39.4700286,-0.3461781,204700,204700,"algirós",2,"exterior",0,39
"27516",2,130,0,1,0,0,0,4,0,2,1,39.4581266,-0.378015,257000,257000,"l'eixample",2,"exterior",0,0
"27545",2,140,NA,1,NA,NA,NA,4,0,2,1,39.4581266,-0.376915,257000,257000,"l'eixample",2,"exterior",0,41
"27558",2,129,NA,1,NA,NA,NA,4,0,2,1,39.4608271,-0.3649455,298000,298000,"l'eixample",6,"exterior",0,28
"27560",2,143,NA,NA,NA,NA,NA,3,0,2,1,39.460598,-0.3908133,205000,205000,"patraix",NA,"",0,0
"27569",2,110,0,1,1,0,0,3,0,2,1,39.4922177,-0.3709474,220000,220000,"rascanya",2,"exterior",0,28
"27600",2,130,NA,1,NA,NA,1,5,0,2,1,39.459034,-0.3703138,269500,269500,"l'eixample",1,"exterior",0,13
"27604",2,205,0,1,0,0,1,5,0,2,1,39.4716127,-0.3893821,395000,395000,"extramurs",2,"exterior",0,28
"27608",1,67,NA,0,0,NA,1,2,0,2,1,39.471818,-0.3293626,105000,105000,"poblats marítims",NA,"",0,56
"27609",2,135,NA,1,1,NA,NA,4,0,2,1,39.4755246,-0.3522776,275000,275000,"el pla del real",6,"exterior",0,28
"27613",2,116,NA,1,NA,NA,NA,3,0,2,1,39.4565857,-0.3787737,165000,165000,"quatre carreres",2,"exterior",0,40
"27614",1,65,NA,0,NA,NA,NA,2,0,2,1,39.4632243,-0.4104791,55000,55000,"l'olivereta",4,"exterior",0,3
"27628",2,182,NA,1,1,NA,NA,4,0,2,1,39.4568966,-0.3839216,260000,260000,"jesús",3,"exterior",0,16
"27631",2,133,NA,1,1,NA,NA,4,0,2,1,39.459288,-0.3876757,159900,159000,"jesús",4,"exterior",-900,13
"27638",3,251,0,1,1,0,0,4,0,2,1,39.4665368,-0.3744561,850000,850000,"ciutat vella",7,"exterior",0,44
"27639",2,160,0,0,0,0,0,3,0,2,1,39.4922381,-0.4005764,425100,425100,"campanar",3,"",0,0
"27641",1,89,0,1,0,0,0,2,0,2,1,39.474624,-0.3365019,176000,176000,"poblats marítims",NA,"",0,24
"27643",2,122,1,1,1,0,0,2,0,1,1,39.4619262,-0.3537651,350000,350000,"camins al grau",3,"exterior",0,16
"27694",2,90,0,1,1,0,1,2,0,2,1,39.4909231,-0.3768121,206000,206000,"la saïdia",1,"exterior",0,28
"27695",1,95,0,1,1,0,1,1,0,2,1,39.4909231,-0.3768121,303000,303000,"la saïdia",6,"exterior",0,28
"27696",2,90,0,1,1,0,1,2,0,2,1,39.4909231,-0.3768121,203000,203000,"la saïdia",2,"exterior",0,28
"27699",2,150,NA,1,0,NA,NA,3,0,2,1,39.4679973,-0.3699173,485000,485000,"l'eixample",5,"exterior",0,12
"27700",2,125,NA,1,0,NA,NA,3,0,2,1,39.4707265,-0.376367,330000,330000,"ciutat vella",3,"exterior",0,12
"27701",2,109,NA,1,1,NA,NA,3,0,2,1,39.4889426,-0.3662895,235000,235000,"benimaclet",5,"exterior",0,8
"27712",3,167,0,1,0,0,1,4,0,2,1,39.4792185,-0.3842764,325000,325000,"ciutat vella",4,"exterior",0,44
"27742",2,108,NA,1,NA,NA,1,4,1,2,1,39.4707973,-0.3500132,199000,199000,"camins al grau",1,"exterior",0,29
"27764",2,138,NA,1,1,NA,NA,2,0,2,1,39.4923047,-0.4039243,295000,295000,"campanar",2,"exterior",0,8
"27774",1,75,NA,0,NA,NA,NA,3,1,2,1,39.4935698,-0.3767868,75000,75000,"rascanya",3,"exterior",0,41
"27794",1,70,NA,1,NA,NA,NA,2,1,2,1,39.4623356,-0.340079,98000,98000,"camins al grau",8,"exterior",0,16
"27809",1,64,NA,0,NA,NA,NA,3,0,2,1,39.4953712,-0.3714058,60000,60000,"rascanya",4,"exterior",0,0
"27823",2,150,0,1,0,0,1,4,0,2,1,39.493065,-0.3790841,150000,150000,"rascanya",2,"exterior",0,13
"27831",1,70,NA,1,NA,NA,NA,2,0,2,1,39.4623356,-0.340079,128000,128000,"camins al grau",8,"exterior",0,16
"27842",1,112,1,0,0,0,0,3,1,2,1,39.4667843,-0.3278892,123000,123000,"poblats marítims",1,"exterior",0,12
"27849",2,126,1,1,0,0,0,2,0,2,1,39.4675264,-0.3720233,675000,675000,"l'eixample",NA,"",0,16
"27857",1,62,NA,0,NA,NA,1,2,0,2,1,39.4691562,-0.3335844,81000,76000,"poblats marítims",NA,"",-5000,44
"27867",2,138,NA,NA,NA,NA,NA,5,0,2,1,39.4655529,-0.3884956,222000,222000,"extramurs",NA,"",0,44
"27868",1,63,NA,NA,NA,NA,NA,2,0,2,1,39.446213,-0.330955,50500,50500,"poblats marítims",NA,"",0,0
"27896",2,140,0,1,0,0,0,4,0,2,1,39.467266,-0.3865241,317000,317000,"extramurs",4,"exterior",0,44
"27907",1,104,0,0,0,0,1,3,0,2,1,39.4639827,-0.3268865,90000,90000,"poblats marítims",3,"exterior",0,12
"27909",2,140,NA,1,1,NA,1,4,0,2,1,39.4807901,-0.3626272,350000,350000,"el pla del real",1,"exterior",0,0
"27910",2,99,NA,1,1,NA,1,2,1,2,1,39.4910043,-0.3735562,140000,140000,"la saïdia",2,"exterior",0,28
"27925",2,109,0,1,0,0,1,4,0,2,1,39.4428305,-0.3662525,138000,138000,"quatre carreres",1,"exterior",0,12
"27928",1,110,NA,0,NA,NA,NA,1,0,2,1,39.4782826,-0.3798933,380000,380000,"ciutat vella",3,"exterior",0,12
"27932",1,62,0,0,0,0,0,2,0,2,1,39.4671063,-0.3349246,129900,129900,"poblats marítims",4,"exterior",0,12
"27934",1,129,NA,1,NA,NA,NA,4,0,2,1,39.490757,-0.3698287,139999,139999,"rascanya",6,"exterior",0,15
"27950",2,120,0,1,0,0,0,4,0,2,1,39.4425613,-0.3932043,140000,140000,"jesús",4,"exterior",0,13
"27954",1,88,0,1,0,0,0,4,0,2,1,39.4653058,-0.4064445,107700,107700,"l'olivereta",2,"",0,13
"27955",1,70,0,1,0,0,0,2,0,2,1,39.4733655,-0.4068965,95000,95000,"l'olivereta",3,"",0,13
"27956",1,67,0,1,0,0,0,2,0,2,1,39.4929687,-0.3912203,115000,115000,"benicalap",4,"",0,37
"27957",1,83,0,0,0,0,0,3,1,2,1,39.4610804,-0.3458437,79000,79000,"camins al grau",5,"",0,16
"27986",2,110,NA,1,1,NA,NA,4,0,2,1,39.4937823,-0.3604161,225000,225000,"rascanya",7,"exterior",0,44
"28008",2,100,0,1,1,0,1,3,0,2,1,39.4801857,-0.3530819,310000,310000,"benimaclet",8,"interior",0,32
"28022",1,62,0,0,0,0,0,3,1,2,1,39.4494708,-0.3373996,42250,42250,"quatre carreres",5,"exterior",0,32
"28029",2,140,0,1,0,0,0,4,0,2,1,39.467266,-0.3878241,317000,317000,"extramurs",4,"exterior",0,28
"28038",1,82,NA,1,NA,0,NA,3,1,2,1,39.4771583,-0.3620783,215000,215000,"el pla del real",1,"exterior",0,0
"28075",1,59,NA,0,NA,NA,NA,2,0,2,1,39.4520758,-0.3336407,70000,70000,"poblats marítims",2,"exterior",0,0
"28108",2,87,0,1,0,0,0,4,0,2,1,39.4387693,-0.3909329,99999,99999,"jesús",5,"",0,29
"28114",1,79,0,1,0,0,0,3,1,2,1,39.4916769,-0.3706655,90000,90000,"rascanya",3,"interior",0,15
"28135",2,138,0,1,0,0,0,5,0,2,1,39.4657529,-0.3859956,222000,222000,"extramurs",2,"exterior",0,28
"28142",1,71,NA,0,NA,NA,NA,3,1,2,1,39.4923656,-0.3935566,60000,60000,"benicalap",5,"exterior",0,24
"28157",3,225,0,1,0,0,1,5,1,2,1,39.475501,-0.3755544,990000,990000,"ciutat vella",3,"",0,28
"28164",1,83,0,0,0,0,0,3,1,2,1,39.4624804,-0.3459437,79000,79000,"camins al grau",5,"exterior",0,8
"28170",2,138,0,1,0,0,0,5,0,2,1,39.4661529,-0.3857956,222000,222000,"extramurs",2,"",0,28
"28191",2,149,NA,1,1,1,1,3,0,2,1,39.4639769,-0.3583064,490000,490000,"camins al grau",4,"exterior",0,8
"28197",2,140,NA,1,NA,NA,NA,5,1,2,1,39.4635873,-0.3626151,399000,399000,"l'eixample",7,"exterior",0,28
"28249",5,393,0,1,1,0,1,7,1,2,1,39.4739446,-0.3625198,1200000,1200000,"el pla del real",5,"exterior",0,44
"28250",1,64,NA,1,NA,NA,NA,2,0,2,1,39.4944225,-0.3712091,69000,69000,"rascanya",4,"interior",0,0
"28254",2,155,NA,1,1,NA,1,3,0,2,1,39.4529322,-0.3936896,325000,325000,"patraix",4,"exterior",0,48
"28261",2,81,NA,1,NA,NA,NA,2,0,2,1,39.463564,-0.3706838,269900,269900,"l'eixample",1,"exterior",0,20
"28269",2,104,0,1,0,0,0,3,0,2,1,39.4534857,-0.3787737,170000,170000,"quatre carreres",2,"exterior",0,40
"28272",2,119,0,1,0,0,1,4,0,2,1,39.4794901,-0.3609272,350000,350000,"el pla del real",1,"exterior",0,12
"28282",1,62,0,0,0,0,0,1,0,2,1,39.4708562,-0.3344844,81000,76000,"poblats marítims",NA,"",-5000,29
"28291",2,65,0,1,0,0,0,2,0,2,1,39.4621512,-0.3782727,240000,240000,"l'eixample",3,"exterior",0,16
"28296",1,85,NA,1,NA,NA,1,3,1,2,1,39.4666992,-0.3343203,135000,135000,"algirós",1,"interior",0,29
"28297",2,112,0,1,0,0,0,2,0,2,1,39.4671723,-0.3723561,435000,435000,"l'eixample",4,"exterior",0,0
"28302",1,64,NA,NA,NA,NA,NA,3,0,2,1,39.4970591,-0.3669198,59000,59000,"rascanya",NA,"",0,25
"28332",1,56,0,0,0,0,0,3,0,2,1,39.4960375,-0.3686623,62000,62000,"rascanya",3,"exterior",0,28
"28339",1,86,0,0,0,0,0,3,0,2,1,39.4463029,-0.3344539,69000,69000,"poblats marítims",4,"exterior",0,0
"28353",1,83,NA,0,NA,NA,NA,2,0,2,1,39.4620804,-0.3475437,79000,79000,"camins al grau",5,"",0,8
"28354",1,70,NA,NA,NA,NA,NA,2,0,2,1,39.4700562,-0.3329844,81000,76000,"poblats marítims",3,"",-5000,56
"28363",2,108,NA,1,NA,NA,NA,3,0,2,1,39.452734,-0.4057833,155000,155000,"patraix",7,"exterior",0,12
"28366",1,71,NA,0,NA,NA,NA,3,0,2,1,39.4903713,-0.3780831,79500,79500,"la saïdia",5,"exterior",0,0
"28375",2,106,NA,1,NA,NA,NA,4,0,2,1,39.4471835,-0.3857019,120000,120000,"jesús",7,"exterior",0,0
"28377",2,72,0,0,0,0,0,3,0,2,1,39.4782347,-0.330309,135000,135000,"poblats marítims",3,"exterior",0,12
"28396",2,97,NA,1,1,NA,NA,2,0,2,1,39.4623563,-0.3866236,240000,240000,"extramurs",5,"exterior",0,28
"28410",1,70,NA,1,0,NA,NA,3,0,2,1,39.4505239,-0.3923803,95000,95000,"jesús",2,"exterior",0,30
"28416",1,83,NA,1,0,NA,NA,3,0,2,1,39.4563097,-0.3705653,135000,135000,"quatre carreres",2,"exterior",0,63
"28443",2,130,0,1,1,0,0,3,0,2,1,39.4535154,-0.3695037,179000,179000,"quatre carreres",6,"exterior",0,40
"28448",4,155,0,1,1,0,1,3,0,2,1,39.4559322,-0.3906896,319000,309000,"patraix",4,"exterior",-10000,28
"28453",1,65,NA,0,NA,NA,NA,2,0,2,1,39.4878108,-0.381215,74000,74000,"la saïdia",3,"exterior",0,15
"28464",1,65,0,1,NA,0,NA,3,0,2,1,39.4740857,-0.3304165,165000,150000,"poblats marítims",3,"exterior",-15000,40
"28482",1,100,NA,0,NA,NA,NA,4,0,2,1,39.4425788,-0.3920029,89900,89900,"jesús",5,"exterior",0,0
"28491",2,179,NA,1,NA,NA,1,4,0,2,1,39.4748933,-0.3703463,340000,340000,"ciutat vella",1,"exterior",0,16
"28500",3,204,0,1,0,0,0,5,1,2,1,39.4666803,-0.3693832,599000,599000,"l'eixample",6,"",0,44
"28503",1,68,NA,0,0,0,NA,3,0,2,1,39.4591195,-0.3636595,86900,86900,"quatre carreres",4,"",0,12
"28505",1,70,NA,1,0,0,NA,3,0,2,1,39.4488239,-0.3906803,95000,95000,"jesús",2,"",0,16
"28518",1,95,NA,0,1,NA,NA,4,0,2,1,39.4761547,-0.3784495,259000,259000,"ciutat vella",3,"exterior",0,0
"28543",1,76,0,0,0,0,0,3,0,2,1,39.467199,-0.3426567,120000,120000,"algirós",2,"exterior",0,16
"28550",2,123,NA,1,NA,NA,0,3,0,2,1,39.4644136,-0.329176,299000,299000,"poblats marítims",6,"exterior",0,24
"28568",2,115,0,1,0,NA,NA,3,0,2,1,39.4550451,-0.3787764,165000,165000,"quatre carreres",2,"exterior",0,32
"28579",1,79,0,1,NA,0,NA,3,0,2,1,39.4675992,-0.3373203,135000,135000,"algirós",1,"",0,37
"28611",1,102,NA,NA,NA,NA,NA,3,0,2,1,39.487128,-0.3773384,110000,110000,"la saïdia",NA,"",0,0
"28660",2,118,0,1,0,0,1,3,0,2,1,39.4603445,-0.3375083,309990,305900,"poblats marítims",4,"exterior",-4090,27
"28665",2,250,NA,1,NA,NA,NA,4,1,2,1,39.4687685,-0.3767241,575000,575000,"ciutat vella",5,"exterior",0,51
"28666",1,48,0,1,0,0,0,1,0,2,1,39.4612877,-0.3342945,138000,130000,"poblats marítims",1,"exterior",-8000,27
"28668",2,135,NA,1,0,NA,NA,4,0,2,1,39.4711653,-0.3707114,420000,420000,"l'eixample",NA,"",0,28
"28676",1,100,NA,1,NA,NA,NA,4,0,2,1,39.4928535,-0.3747803,118000,119000,"rascanya",3,"exterior",1000,28
"28693",2,123,NA,1,NA,NA,1,3,0,2,1,39.4655136,-0.329776,299000,299000,"poblats marítims",6,"",0,27
"28699",2,148,NA,1,1,NA,0,4,0,2,1,39.4638683,-0.4003604,188000,188000,"patraix",4,"exterior",0,0
"28711",1,70,NA,1,NA,NA,NA,2,0,2,1,39.4650013,-0.3811713,100000,97000,"extramurs",1,"exterior",-3000,39
"28712",2,100,NA,1,NA,NA,NA,4,0,2,1,39.4725636,-0.3449667,195000,195000,"algirós",11,"exterior",0,2
"28717",1,81,NA,1,NA,NA,NA,4,1,2,1,39.4711936,-0.3478798,128000,125000,"algirós",8,"interior",-3000,29
"28725",3,150,NA,1,NA,NA,1,6,0,2,1,39.4780075,-0.349694,349000,349000,"algirós",1,"exterior",0,0
"28730",1,108,1,0,NA,NA,1,4,1,2,1,39.4736596,-0.3723818,182000,182000,"ciutat vella",3,"exterior",0,12
"28738",1,87,NA,1,NA,NA,NA,3,0,2,1,39.4571077,-0.3721391,144500,144000,"quatre carreres",3,"exterior",-500,32
"28739",1,80,NA,0,NA,NA,NA,3,0,2,1,39.4554821,-0.3726417,104500,104500,"quatre carreres",3,"exterior",0,40
"28743",1,67,NA,1,NA,NA,NA,2,0,2,1,39.4460087,-0.3901485,75000,75000,"jesús",1,"exterior",0,8
"28744",1,73,NA,1,NA,NA,NA,3,0,2,1,39.4448457,-0.3908064,96000,96000,"jesús",4,"exterior",0,32
"28750",1,62,NA,0,NA,NA,NA,3,0,2,1,39.4949153,-0.3692831,64000,64000,"rascanya",NA,"",0,44
"28752",1,90,NA,0,NA,NA,NA,4,0,2,1,39.4857995,-0.3752984,104000,104000,"la saïdia",NA,"",0,44
"28753",1,90,NA,0,NA,NA,NA,4,0,2,1,39.4597791,-0.3350112,112000,100000,"poblats marítims",1,"exterior",-12000,12
"28755",1,55,NA,0,NA,NA,NA,2,0,2,1,39.4627886,-0.3394351,69000,69000,"camins al grau",5,"exterior",0,32
"28757",4,87,NA,1,NA,NA,NA,3,0,2,1,39.454433,-0.3738028,133500,133500,"quatre carreres",1,"exterior",0,56
"28758",1,80,NA,0,NA,NA,NA,3,0,2,1,39.4890204,-0.3874043,63000,63000,"la saïdia",4,"exterior",0,0
"28762",1,71,NA,0,NA,NA,NA,3,0,2,1,39.4892199,-0.383744,90000,90000,"la saïdia",2,"exterior",0,28
"28769",1,85,NA,0,NA,NA,NA,2,0,2,1,39.4796861,-0.3778891,172500,172500,"ciutat vella",1,"exterior",0,20
"28774",1,72,NA,1,NA,NA,NA,2,0,2,1,39.4916374,-0.4031423,197000,197000,"campanar",2,"exterior",0,8
"28776",2,90,NA,0,NA,NA,NA,4,0,2,1,39.4893154,-0.3789835,104000,104000,"la saïdia",NA,"",0,28
"28778",1,104,NA,0,NA,NA,NA,3,0,2,1,39.4638179,-0.3923253,85000,85000,"patraix",4,"",0,12
"28779",2,120,NA,1,NA,NA,NA,3,0,2,1,39.4598423,-0.3530412,325000,325000,"camins al grau",3,"exterior",0,16
"28780",1,71,NA,0,NA,NA,NA,3,0,2,1,39.4722023,-0.3962579,63000,63000,"l'olivereta",3,"interior",0,32
"28781",1,74,NA,0,NA,NA,NA,3,0,2,1,39.4878099,-0.3640665,107500,107500,"rascanya",5,"exterior",0,44
"28782",3,215,0,1,1,0,0,4,0,2,1,39.4699463,-0.3666333,1200000,1200000,"l'eixample",2,"exterior",0,28
"28787",3,271,NA,1,NA,NA,NA,5,0,2,1,39.4659473,-0.3669019,850000,850000,"l'eixample",5,"exterior",0,28
"28794",2,85,NA,1,NA,NA,NA,3,0,2,1,39.4726773,-0.33541,199000,199000,"poblats marítims",4,"exterior",0,32
"28816",1,91,0,1,0,0,0,3,0,2,1,39.4648297,-0.3925691,118000,118000,"patraix",3,"exterior",0,20
"28826",2,148,NA,1,1,NA,1,3,0,2,1,39.4606613,-0.3679586,415000,415000,"l'eixample",NA,"",0,16
"28859",2,142,NA,1,1,NA,1,4,0,2,1,39.4749172,-0.3854769,400000,400000,"extramurs",1,"exterior",0,28
"28870",1,96,NA,1,NA,NA,NA,3,0,2,1,39.4482965,-0.3663856,81000,81000,"quatre carreres",11,"exterior",0,3
"28895",1,69,0,1,0,0,1,3,0,2,1,39.4698221,-0.4047174,105000,99000,"l'olivereta",1,"",-6000,29
"28896",1,77,0,0,0,0,0,4,0,2,1,39.4921914,-0.3884626,54500,54500,"benicalap",3,"",0,0
"28900",2,105,0,1,1,1,1,2,0,2,1,39.44732,-0.3673699,242500,249500,"quatre carreres",3,"exterior",7000,53
"28901",2,105,0,1,1,1,1,2,0,2,1,39.44732,-0.3673699,231500,231500,"quatre carreres",2,"exterior",0,40
"28902",2,89,0,1,0,0,0,3,0,2,1,39.4619513,-0.3619314,237000,237000,"quatre carreres",4,"exterior",0,56
"28904",3,224,0,1,0,0,0,6,0,2,1,39.4710653,-0.3690548,900000,900000,"ciutat vella",3,"exterior",0,12
"28922",1,108,NA,1,0,NA,NA,4,0,2,1,39.4530057,-0.3740537,149000,149000,"quatre carreres",2,"exterior",0,32
"28937",1,59,0,0,0,0,1,1,0,2,1,39.4553635,-0.3922124,169000,169000,"patraix",1,"exterior",0,0
"28955",2,111,1,1,1,1,1,2,0,2,1,39.4946261,-0.3818184,265000,265000,"benicalap",6,"exterior",0,32
"28959",1,53,0,0,0,0,0,3,1,2,1,39.4510558,-0.3345939,53000,53000,"poblats marítims",NA,"",0,13
"28963",2,110,NA,NA,NA,NA,NA,3,0,2,1,39.4918419,-0.373904,202000,202000,"la saïdia",4,"",0,25
"28966",1,78,NA,NA,NA,NA,NA,4,0,2,1,39.4944541,-0.3731511,62000,62000,"rascanya",3,"",0,25
"28971",1,86,NA,NA,NA,NA,NA,1,0,2,1,39.494979,-0.3674105,60039,60039,"rascanya",3,"exterior",0,0
"28972",1,73,NA,NA,NA,NA,NA,3,0,2,1,39.4732425,-0.4067492,95500,95500,"l'olivereta",2,"exterior",0,16
"28973",2,123,1,1,NA,1,1,3,0,2,1,39.4625506,-0.3637999,327726,327726,"quatre carreres",1,"",0,40
"28974",1,83,NA,1,NA,NA,NA,2,1,2,1,39.46425,-0.3512096,154280,154280,"camins al grau",5,"",0,16
"28975",4,150,NA,1,NA,NA,1,5,0,2,1,39.4646159,-0.3833988,360000,360000,"extramurs",1,"exterior",0,28
"28986",2,213,NA,1,1,NA,1,7,0,2,1,39.4632945,-0.3281496,350000,350000,"poblats marítims",1,"exterior",0,40
"28987",1,90,NA,1,1,NA,NA,2,0,2,1,39.4923419,-0.372904,196500,196500,"la saïdia",6,"",0,28
"28988",1,55,NA,NA,NA,NA,NA,1,0,2,1,39.4924419,-0.376204,125000,125000,"la saïdia",5,"",0,28
"28989",1,90,NA,NA,NA,NA,NA,2,0,2,1,39.4903419,-0.376004,176000,176000,"la saïdia",4,"",0,28
"28992",1,74,NA,1,NA,NA,NA,2,0,2,1,39.4923419,-0.374304,168000,168000,"la saïdia",1,"exterior",0,28
"28993",1,95,NA,NA,NA,NA,NA,3,0,2,1,39.4762899,-0.3485598,234000,234000,"algirós",4,"",0,16
"28994",2,109,NA,1,NA,NA,NA,3,0,2,1,39.4924419,-0.372504,194000,194000,"la saïdia",2,"exterior",0,25
"28995",2,109,NA,1,1,NA,NA,3,0,2,1,39.4910419,-0.375204,210000,210000,"la saïdia",1,"exterior",0,28
"29002",1,89,NA,1,NA,NA,NA,3,1,2,1,39.4535122,-0.3659336,85000,85000,"quatre carreres",1,"exterior",0,37
"29003",2,122,NA,1,1,NA,NA,4,0,2,1,39.4556071,-0.3846956,240000,240000,"jesús",6,"exterior",0,16
"29008",2,160,NA,1,1,NA,NA,3,0,2,1,39.4681829,-0.365815,780000,780000,"l'eixample",6,"",0,28
"29011",2,102,NA,1,NA,NA,NA,3,0,2,1,39.4628392,-0.3690326,260000,260000,"l'eixample",4,"",0,25
"29012",1,62,NA,NA,NA,NA,NA,2,1,2,1,39.445714,-0.3915579,55400,55400,"jesús",5,"",0,13
"29014",1,40,NA,NA,NA,NA,NA,1,0,2,1,39.476534,-0.380263,120000,120000,"ciutat vella",3,"",0,28
"29019",2,148,NA,1,NA,NA,NA,3,0,2,1,39.4655898,-0.3861024,378000,378000,"extramurs",3,"",0,28
"29021",2,50,NA,NA,NA,NA,NA,2,0,2,1,39.4770173,-0.3769778,178800,182300,"ciutat vella",2,"",3500,28
"29024",1,67,NA,1,NA,NA,1,3,0,2,1,39.4839887,-0.3833741,160000,190000,"la saïdia",1,"",30000,28
"29025",1,67,NA,1,NA,NA,NA,2,0,2,1,39.4943687,-0.3944203,115000,115000,"benicalap",4,"",0,16
"29027",1,73,NA,NA,NA,NA,NA,3,1,2,1,39.5000861,-0.394393,48000,48000,"benicalap",5,"",0,16
"29031",1,102,NA,NA,NA,NA,NA,4,0,2,1,39.4580942,-0.3875515,112400,112400,"jesús",3,"",0,16
"29055",2,155,NA,1,1,NA,1,4,0,2,1,39.4545516,-0.3937831,319000,309000,"patraix",4,"exterior",-10000,48
"29065",1,74,0,0,0,0,0,2,1,2,1,39.4448791,-0.3334086,54000,54000,"poblats marítims",NA,"",0,32
"29088",3,135,1,1,0,0,1,4,0,2,1,39.4691413,-0.3580917,349000,346000,"el pla del real",1,"exterior",-3000,28
"29106",2,74,NA,NA,NA,NA,NA,2,0,2,1,39.4904419,-0.373604,147000,147000,"la saïdia",5,"exterior",0,28
"29107",1,74,NA,1,NA,NA,NA,1,0,2,1,39.4926419,-0.372804,125000,125000,"la saïdia",3,"exterior",0,28
"29108",2,143,NA,1,NA,NA,NA,3,0,2,1,39.4588183,-0.3748446,330000,330000,"l'eixample",6,"exterior",0,0
"29109",2,109,NA,1,NA,NA,NA,3,0,2,1,39.4909419,-0.375404,214500,214500,"la saïdia",3,"exterior",0,28
"29110",1,81,NA,1,NA,NA,NA,2,0,2,1,39.4799091,-0.3771213,250000,250000,"ciutat vella",1,"interior",0,28
"29111",2,94,NA,NA,NA,NA,NA,3,0,2,1,39.4741229,-0.3790841,232300,232300,"ciutat vella",1,"",0,28
"29112",3,181,NA,1,NA,NA,1,5,0,2,1,39.4690088,-0.375155,685600,685600,"ciutat vella",2,"",0,25
"29113",3,195,NA,1,1,NA,1,4,0,2,1,39.4924267,-0.4014211,595000,595000,"campanar",14,"",0,13
"29114",1,72,NA,1,NA,NA,NA,3,1,2,1,39.4919769,-0.3721655,95000,95000,"rascanya",3,"exterior",0,28
